OBJECTID,InspectDate,RecordUpdatedDate,SiteName,MineName,Mineral,County,Quadrangle,MineAcres,Directions,OlacRank,x,y,WaterName,WaterDescription,Basin,WaterAcres,DistanceMineWater
403,3/20/2003 7:00 PM,,MRV105B_117-118,,IRON,Amherst,Stonewall,6,"   Take 29 South to Amherst and take Route 60 East.  Turn right onto Route 600 (South) and right again onto 823.  Turn right (West) onto Route 622.  At Stapleton, take 624.  Travel .8 miles and park on logging road to the North side of the road.  A picnic area will be across the road, just a bit to the East.  The Two adats are along the roadside and the quarry pits are directly North on top of the mountain.",C,-78.989,37.478,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,2.2242
404,3/13/2003 7:00 PM,,MRV132C_810,,MANGANESE,Amherst,Buffalo Ridge,10,-29 South -60 East -right onto 600 South -right onto 823 -right onto 622 -turn into Edgehill Plantation -site about 50 yards down road on west side of road,C,-78.928,37.511,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,0.2417
405,3/13/2003 7:00 PM,,MRV132C_805-807,,IRON,Amherst,Buffalo Ridge,2,"   From 29 South, take 60 East.  From 60 East, take 622 South.  Travel approximately 3 miles.  Sites are directly North of road and are within 25-200 yards.",C,-78.933,37.511,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,0.5181
406,3/7/2003 7:00 PM,,MRV105B_438,,MANGANESE,Appomattox,Stonewall,1,"    At the intersection of State Route 60 South and Route 26, take 26 South.  Take 26 South until the intersection with County Route 611 and take 611 West.  Go until you reach County Route 721 North.   Take this road North for approximately 1 mile.  If you reach the intersection of County Road 721 and County Route 605 you have gone too far.  Site is on the South side of County Road 721 about 100 yards from the road.  ",C,-78.974,37.437,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.0570
407,3/7/2003 7:00 PM,,MRV105B_439,,MANGANESE,Appomattox,Stonewall,1,"   At the intersection of State Route 60 South and Route 26, take 26 South.  Take 26 South until the intersection with County Route 611 and take 611 West.  Go until you reach County Route 721 North.   Take this road North for approximately 1 mile.  If you reach the intersection of County Road 721 and County Route 605 you have gone too far.  Site is on the North side of County Road 721 about 200 yards from the road.  ",C,-78.975,37.439,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.2876
408,3/7/2003 7:00 PM,,MRV105B_417,,MANGANESE,Appomattox,Stonewall,1,"    At the intersection of State Route 60 South and Route 26, take 26 South.  Take 26 South until the intersection with County Route 611 and take 611 West.  Go until you reach County Route 721 North.   Take this road North for approximately 1.5 miles.  The site is on the South side of the road directly off the roadside next to a small stream.",C,-78.983,37.443,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.9323
409,3/21/2003 7:00 PM,,MRV105B_309,,COPPER,Appomattox,Stonewall,1,"    From the intersection of 26 and 684.  Drive 1.5 miles west on 684 until a logging road is reached.  Take a left on this road, and drive 0.2 miles until this road intersects with a Jeep trail. Walk southwest until the road comes to an end.  Site 309 will be 150 yards to the west.",C,-78.884,37.495,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.7045
410,3/23/2003 7:00 PM,,"MRV132C_927-931,953-956",,IRON,Amherst,Buffalo Ridge,20,"    -29 South -60 East -right onto 600 -right onto 622 -left onto road with Greif Bros. Corporation sign -0.2 mi down road, turn left onto gravel road (sign says Gate 2) -about 1/4 mi past fence (down and up hill), sites begin to left of gravel road about 20 feet into woods ",C,-78.914,37.523,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,5,0.9453
411,3/21/2003 7:00 PM,,MRV131B_408,,MANGANESE,Nelson,Howardsville,0.1,"   From the intersection of 626 and 743 (driving on 626 coming from 56), turn left (NW) onto 743 and drive 1.4miles until a creek crosses over the road and the road ends.  Walk 0.1 miles down the access road until you come to an open field. 408 will be on the right (NE) on the stream bank next to mound that obviously does not belong.",B,-78.743,37.689,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,2,1.6119
412,3/21/2003 7:00 PM,,MRV131B_409-411,,MANGANESE,Nelson,Howardsville,2,"     From the intersection of 626 and 743 (driving on 626 coming from 56), turn left (NW) onto 743 and drive 1.4miles until a creek crosses over the road and the road ends.  Walk 0.1 miles down the access road until you come to an open field. 409 can be seen across the creek from 408 to the N.  Cross the creek and walk 20yds N uphill to 409.  410 is located 20yds NNE of 409.  411 is located 10 yds SE of 410.",A,-78.743,37.691,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,2,1.4131
413,3/15/2003 7:00 PM,8/31/2022 8:00 PM,MRV105B_216-218,,MANGANESE,Appomattox,Stonewall,3,"    From 29 South, take 60 East.  Turn right onto Route 26, and then take another right onto Route 605. Turn onto Route 623.  Approximately 1 mile down Route 623, turn right onto a Jeep trail and travel for .25 mile.  Sites are approximately 200 yds to the North",C,-78.923,37.489,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.1757
414,3/15/2003 7:00 PM,8/31/2022 8:00 PM,MRV105B_219,,MANGANESE,Appomattox,Stonewall,1,"    From 29 S, take 60 E.  Turn right onto Route 26, and then right again onto 605.  Turn Right onto Route 623 and travel 1 mile.  Turn down Jeep trail and travel .25 mile.  Site is approximately 200 yds to the north.",B,-78.921,37.49,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.1088
415,3/21/2003 7:00 PM,,MRV105B_310,,COPPER,Appomattox,Stonewall,1,"    Take US 605 to Beckman, turn left on US683 go 1/4 mile turn into old road. Go another 1/4 mile turn into driveway. Go to cabin/house aprox 80 ft south of cabin",C,-78.883,37.495,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.7549
416,3/7/2003 7:00 PM,1/24/2022 7:00 PM,"MRV105B_419, 421",Stonewall Iron mines,IRON,Appomattox,Stonewall,1,"       From the town of Stonewall, which is adjacent to the intersection of state routes 608 and 721, take 721 north.  Sites are on the northwest side of 721, just past the junction of state route 605.  They are within 20ft of the road.  ",A,-78.982,37.442,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.7936
417,3/9/2003 7:00 PM,,MRV132C_405-411,,IRON,Amherst,Buffalo Ridge,2,"The site is 200yrds from intersection of 602 on left, starting about 250 yards south from the road and the Amherst Wayside on route 60.  There is a logging access road that leads back into the woods, and the sites are distributed 20 yards west of it.",C,-78.961,37.561,Unnamed tributary,"James River and its tributaries from, but not including, the Rockfish River to Balcony Falls, unless otherwise designated in this chapter.",James-Middle,1,1.5368
418,3/9/2003 7:00 PM,,MRV132C_412,,IRON,Amherst,Buffalo Ridge,1,The site is 200yrds from intersection of 602 on left.  The site is about 40 yards into the woods from the road and the Amherst Wayside on route 60.,C,-78.958,37.562,Unnamed tributary,"James River and its tributaries from, but not including, the Rockfish River to Balcony Falls, unless otherwise designated in this chapter.",James-Middle,1,1.8218
419,3/21/2003 7:00 PM,,MRV105B_206,,MANGANESE,Appomattox,Stonewall,1,"     Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 283.  Follow Route 283 for about 4 miles until it merges with Route 605.  Follow Route 605 for about 2.7 miles to a fork.  Take the right fork.  At about .4 miles down the road, walk about 50 yards off the right side of the road to the site.",C,-78.952,37.468,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,5,0.7604
420,3/21/2003 7:00 PM,6/20/2022 8:00 PM,MRV105B_316-317,,COPPER,Appomattox,Stonewall,1,"    From 684 and 26, go right(west) on 684, turn left on dirt road after 1 mile.  Then turn right at driveway amd proceed 1 mile down driveway to the end.  Wlak over the hill on the left (west) and site is on the river side of the hill about 50 ft to the stream below, ",A,-78.886,37.492,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.9013
421,3/22/2003 7:00 PM,,MRV105B_207,,MANGANESE,Appomattox,Stonewall,2,Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 283.  Follow Route 283 for about 4 miles until it merges with Route 605.  Follow Route 605 for about 2.1 miles to a road on the right.  Continue on this road about .45 miles to the end.  Ascend up a hill to the North East to a ridge.  Descend down the ridge about .1 miles to the site.,C,-78.941,37.477,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,5,2.1500
422,3/21/2003 7:00 PM,,MRV105B_208,,MANGANESE,Appomattox,Stonewall,4,Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 283.  Follow Route 283 for about 4 miles until it merges with Route 605.  Follow Route 605 for about 2.1 miles to a road on the right.  Continue on this road about .45 miles to the end.  Ascend up a hill to the North East to a ridge.  Walk in the North East Direction to the bottom of the hill.  Ascend up the hill for about .1 miles in the North West Direction to the site on the ridge of the hill.,C,-78.941,37.479,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,5,2.3211
423,3/21/2003 7:00 PM,6/20/2022 8:00 PM,MRV105B_308,,COPPER,Appomattox,Stonewall,1,"    Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 684.  Follow this road for about 3 miles.  At the fork at 3 miles, turn right on the dirt road and follow to the end.  Walk directly West for .1 mile and climb a small hill.  Descend half way down the hill to the site.",C,-78.885,37.492,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.9429
424,3/16/2003 7:00 PM,,MRV105B_129-130,,IRON,Amherst,Stonewall,1,"    From 29 South, turn onto 60 East. Turn Right onto Route 622 South.  Turn Left onto Route 624 (Bateau Lane) and travel approximately 1.1 miles down road.  Sites are 50 yards (130)and .25 miles (129) respectively along stream on North side of road.",C,-78.963,37.483,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.6979
425,3/21/2003 7:00 PM,1/24/2022 7:00 PM,MRV105B_314,,COPPER,Appomattox,Stonewall,2,"     Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 684.  Follow this road for about 3 miles.  At the fork at 3 miles, turn right on the dirt road and follow to the end.  Walk about .3 miles North East up a slight gradient.  The site is next to a very steep hill and a stream.",A,-78.882,37.496,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.7188
426,3/21/2003 7:00 PM,,MRV105B_318,,COPPER,Appomattox,Stonewall,1,"    Follow Route 60 West from Route 29 at Amherst.  Follow Route 60 West and turn right on to State Route 26.  Follow 26 for about 2 miles to Virginia State Route 684.  Follow this road for about 3 miles.  At the fork at 3 miles, turn right on the dirt road and follow to the end.  Walk about .3 miles North East up a slight gradient.  Walk about .1 miles North West from this spot.  The site is across a stream",B,-78.883,37.496,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,2,2.6651
